question_id,question,expected,response,correct,gold_position
item_0035,Who received the Outstanding British Contribution to Cinema award at the 77th BAFTAs?,June Givanni,June Givanni,True,15
item_0035,Who received the Outstanding British Contribution to Cinema award at the 77th BAFTAs?,June Givanni,I don't know.,False,20
item_0035,Who received the Outstanding British Contribution to Cinema award at the 77th BAFTAs?,June Givanni,I don't know.,False,25
item_0035,Who received the Outstanding British Contribution to Cinema award at the 77th BAFTAs?,June Givanni,June Givanni,True,30
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,Seven,True,1
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,Oppenheimer earned seven wins at the 77th BAFTAs.,True,5
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,Seven,True,10
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,Seven,True,15
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,I don't know.,False,20
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,I don't know.,False,25
item_0036,"How many wins did Oppenheimer earn at the 77th BAFTAs, the most of any film?",seven,Seven,True,30
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,Sophie Ellis-Bextor,True,1
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,Sophie Ellis-Bextor,True,5
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,I don't know.,False,10
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,Sophie Ellis-Bextor,True,15
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,Sophie Ellis-Bextor,True,20
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,Sophie Ellis-Bextor,True,25
item_0037,Who performed 'Murder on the Dancefloor' at the 77th BAFTA Film Awards ceremony?,Sophie Ellis-Bextor,Sophie Ellis-Bextor,True,30
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,Hannah Waddingham,True,1
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,Hannah Waddingham,True,5
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,Hannah Waddingham,True,10
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,Hannah Waddingham,True,15
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,Hannah Waddingham,True,20
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,Hannah Waddingham,True,25
item_0038,Who delivered the musical performance of 'Time After Time' during the In Memoriam segment at the 77th BAFTAs?,Hannah Waddingham,I don't know.,False,30
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,Lizwani,True,1
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,Lizwani,True,5
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,A social media personality named Lizwani.,True,10
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,A social media personality named Lizwani.,True,15
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,I don't know.,False,20
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,A social media personality named Lizwani.,True,25
item_0039,Who gatecrashed the Best Film acceptance speech at the 77th BAFTAs?,Lizwani,Lizwani,True,30
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,I don't know.,False,1
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,I don't know.,False,5
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,I don't know.,False,10
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,I don't know.,False,15
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,Mia McKenna-Bruce and Will Sharpe.,False,20
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,I don't know.,False,25
item_0040,Who announced the nominees for the 77th British Academy Film Awards?,Naomi Ackie and Kingsley Ben-Adir,Mia McKenna-Bruce and Will Sharpe.,False,30
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,Eleven,True,1
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,I don't know.,False,5
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,Eleven.,True,10
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,Four nominations.,False,15
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,Eleven.,True,20
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,I don't know.,False,25
item_0041,How many nominations did Poor Things receive at the 77th BAFTAs?,eleven,I don't know.,False,30
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,Zainab Jiwa,True,1
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,Zainab Jiwa,True,5
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,I don't know.,False,10
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,Zainab Jiwa,True,15
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,Zainab Jiwa,True,20
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,Zainab Jiwa,True,25
item_0042,Who hosted the red carpet exclusively on BAFTA's TikTok channel at the 77th BAFTAs?,Zainab Jiwa,I don't know.,False,30
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four,True,1
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four personal nominations.,True,5
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four,True,10
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four,True,15
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four,True,20
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four,True,25
item_0043,"How many personal nominations did Rich Peppiatt receive at the 78th BAFTAs, making him the most-nominated debut director?",four,Four,True,30
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,1
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,5
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,10
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,15
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,20
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,25
item_0044,Which film did Rich Peppiatt direct that earned him four personal BAFTA nominations at the 78th ceremony?,Kneecap,Kneecap,True,30
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,1
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,5
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,10
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,15
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,20
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,25
item_0045,"Who won the EE Rising Star Award at the 78th BAFTAs, considered a surprising result?",David Jonsson,David Jonsson,True,30
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),"""I'm Gonna Be (500 Miles)"" by The Proclaimers",True,1
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),"""I'm Gonna Be (500 Miles)"" by The Proclaimers",True,5
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),"""I'm Gonna Be (500 Miles)"" by The Proclaimers",True,10
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),I don't know.,False,15
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),"""I'm Gonna Be (500 Miles)"" by The Proclaimers",True,20
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),"""I'm Gonna Be (500 Miles)"" by The Proclaimers",True,25
item_0046,Which song did David Tennant perform in his introduction to the 78th BAFTA ceremony?,I'm Gonna Be (500 Miles),"""I'm Gonna Be (500 Miles)"" by The Proclaimers",True,30
item_0047,Which new category was awarded for the first time at the 78th BAFTA Film Awards?,Best Children's & Family Film,Best Children's & Family Film,True,1
item_0047,Which new category was awarded for the first time at the 78th BAFTA Film Awards?,Best Children's & Family Film,Best Children's & Family Film,True,5
item_0047,Which new category was awarded for the first time at the 78th BAFTA Film Awards?,Best Children's & Family Film,Best Children's & Family Film,True,10
item_0047,Which new category was awarded for the first time at the 78th BAFTA Film Awards?,Best Children's & Family Film,Best Children's & Family Film,True,15
item_0047,Which new category was awarded for the first time at the 78th BAFTA Film Awards?,Best Children's & Family Film,Best Children's & Family Film,True,20
item_0047,Which new category was awarded for the first time at the 78th BAFTA Film Awards?,Best Children's & Family Film,Best Children's & Family Film,True,25
